0,0,0,1.50557E-006,-4.47877E-006,9.25406E-007,-4.13438E-006,0.077877,-0.345904,0.0555243,-0.248063
0.01,0,0,6.28573E-006,-3.14914E-005,6.70344E-006,-2.99487E-005,0.0747819,-0.331255,0.0690601,-0.308547
0.02,0,0,1.85463E-005,-9.16405E-005,0.00001911,-8.53781E-005,0.0719563,-0.317927,0.065945,-0.294648
0.03,0,0,3.80048E-005,-0.000183593,3.82337E-005,-0.000170372,0.0694062,-0.305939,0.0701919,-0.286748
0.04,0,0,6.44063E-005,-0.000306152,6.42906E-005,-0.000283995,0.0671373,-0.295314,0.0692753,-0.276108
0.05,0,0,9.75239E-005,-0.000458253,9.72457E-005,-0.000425233,0.0651556,-0.286071,0.0666038,-0.26569
0.06,0,0,0.00013716,-0.000638973,0.000136865,-0.000593069,0.0634672,-0.278231,0.0641891,-0.257024
0.07,0,0,0.000183144,-0.000847528,0.000182914,-0.000786639,0.0620778,-0.271814,0.0623432,-0.250249
0.08,0,0,0.00023534,-0.00108328,0.000235204,-0.00100526,0.0609933,-0.266842,0.0609778,-0.24523
0.09,0,0,0.000293637,-0.00134572,0.000293599,-0.00124844,0.0602199,-0.263334,0.060032,-0.241868
0.1,0,0,0.000357958,-0.00163451,0.000358005,-0.00151583,0.0597632,-0.261311,0.0594808,-0.240096
0.11,0,0,0.000428259,-0.00194945,0.000428364,-0.00180725,0.0596293,-0.260794,0.0593148,-0.23987
0.12,0,0,0.000504525,-0.00229047,0.000504661,-0.00212268,0.0598241,-0.261803,0.0595228,-0.241152
0.13,0,0,0.000586777,-0.00265769,0.000586917,-0.00246226,0.0603535,-0.264359,0.0600986,-0.243906
0.14,0,0,0.000675067,-0.00305136,0.000675188,-0.00282625,0.0612235,-0.268483,0.0610321,-0.248108
0.15,0,0,0.000769482,-0.00347189,0.000769569,-0.00321507,0.0624398,-0.274194,0.0623218,-0.253745
0.16,0,0,0.000870144,-0.00391985,0.000870188,-0.0036293,0.0640086,-0.281514,0.0639628,-0.260804
0.17,0,0,0.000977209,-0.00439598,0.000977208,-0.00406962,0.0659356,-0.290463,0.0659528,-0.269275
0.18,0,0,0.00109087,-0.00490117,0.00109083,-0.0045369,0.0682268,-0.301062,0.0682949,-0.279174
0.19,0,0,0.00121136,-0.00543648,0.00121129,-0.00503212,0.0708882,-0.313331,0.0709891,-0.290498
0.2,0,0,0.00133894,-0.00600313,0.00133885,-0.00555641,0.0739256,-0.327291,0.074043,-0.303273
0.21,0,0,0.00147392,-0.00660253,0.00147382,-0.00611106,0.077345,-0.342962,0.0774552,-0.31753
0.22,0,0,0.00161663,-0.00723624,0.00161655,-0.00669748,0.0811522,-0.360366,0.081238,-0.333283
0.23,0,0,0.00176746,-0.007906,0.0017674,-0.00731726,0.0853533,-0.379521,0.0853953,-0.350574
0.24,0,0,0.00192683,-0.00861373,0.0019268,-0.00797212,0.0899541,-0.40045,0.0899439,-0.369448
0.25,0,0,0.0020952,-0.00936151,0.0020952,-0.00866395,0.0949606,-0.423172,0.0948911,-0.389969
0.26,0,0,0.00227307,-0.0101516,0.0022731,-0.00939481,0.100379,-0.447709,0.100252,-0.412163
0.27,0,0,0.00246098,-0.0109865,0.00246103,-0.0101669,0.106214,-0.47408,0.106042,-0.435932
0.28,0,0,0.00265952,-0.0118689,0.00265957,-0.0109826,0.112473,-0.502307,0.112276,-0.461153
0.29,0,0,0.0028693,-0.0128014,0.00286935,-0.0118445,0.119161,-0.53241,0.118978,-0.489113
0.3,0,0,0.00309101,-0.0137873,0.00309103,-0.0127555,0.126285,-0.564409,0.126166,-0.526876
0.31,0,0,0.00332535,-0.0148296,0.00332534,-0.0137194,0.13385,-0.598324,0.133864,-0.585165
0.32,0,0,0.00357307,-0.0159317,0.00357304,-0.0147415,0.141861,-0.634178,0.142097,-0.617259
0.33,0,0,0.00383499,-0.0170973,0.00383496,-0.0158198,0.150326,-0.67199,0.15089,-0.31896
0.34,0,-0.05,0.00412645,-0.0183055,0.00411198,-0.0169154,0.141493,1.28725,0.160277,0.855286
0.35,0,-0.05,0.00443133,-0.0193996,0.00440504,-0.01794,0.156468,1.24921,0.170284,1.15551
0.36,0,-0.05,0.00475185,-0.0203688,0.00471514,-0.0188545,0.171285,1.21402,0.180946,1.12677
0.37,0,-0.05,0.0050895,-0.0212166,0.00504349,-0.0196565,0.186064,1.18177,0.200885,1.09059
0.38,0,-0.05,0.00544575,-0.0219461,0.00539183,-0.0203493,0.200928,1.15257,0.215065,1.06361
0.39,0,-0.05,0.0058221,-0.0225604,0.00576164,-0.0209356,0.215996,1.12652,0.227444,1.04294
0.4,0,-0.05,0.00622006,-0.023062,0.00615421,-0.0214176,0.23139,1.10372,0.240462,1.02636
0.41,0,-0.05,0.00664115,-0.0234532,0.00657085,-0.0217968,0.24723,1.08428,0.254553,1.01336
0.42,0,-0.05,0.00708697,-0.023736,0.00701296,-0.0220747,0.263639,1.06829,0.269686,1.00394
0.43,0,-0.05,0.00755917,-0.0239118,0.00748205,-0.0222521,0.280736,1.05586,0.285866,0.998134
0.44,0,-0.05,0.00805944,-0.0239821,0.00797975,-0.0223297,0.298643,1.0471,0.303129,0.995913
0.45,0,-0.05,0.00858959,-0.0239476,0.00850778,-0.0223075,0.317481,1.0421,0.321545,0.997286
0.46,0,-0.05,0.00915149,-0.0238089,0.00906799,-0.0221856,0.33737,1.04097,0.341176,1.00225
0.47,0,-0.05,0.00974714,-0.0235661,0.00966233,-0.0219634,0.358432,1.04381,0.362093,1.01084
0.48,0,-0.05,0.0103786,-0.0232188,0.0102929,-0.0216401,0.380788,1.05072,0.384359,1.02306
0.49,0,-0.05,0.0110482,-0.0227664,0.0109619,-0.0212144,0.404558,1.06181,0.408071,1.03899
0.5,0,-0.05,0.0117583,-0.0222079,0.0116718,-0.0206848,0.429864,1.07718,0.433305,1.05867
0.51,0,-0.05,0.0125114,-0.0215415,0.012425,-0.0200492,0.456826,1.09692,0.460136,1.08217
0.52,0,-0.05,0.0133101,-0.0207655,0.0132243,-0.0193053,0.485566,1.12116,0.488684,1.10959
0.53,0,-0.05,0.0141574,-0.0198772,0.0140725,-0.0184504,0.516204,1.14997,0.51903,1.14102
0.54,0,-0.05,0.0150564,-0.018874,0.0149726,-0.0174813,0.548862,1.18348,0.551306,1.1766
0.55,0,-0.05,0.0160103,-0.0177523,0.0159278,-0.0163945,0.583661,1.22178,0.58562,1.21645
0.56,0,-0.05,0.0170226,-0.0165085,0.0169417,-0.015186,0.620721,1.26498,0.622083,1.26069
0.57,0,-0.05,0.0180969,-0.0151381,0.0180178,-0.0138513,0.660163,1.31317,0.660823,1.3095
0.58,0,-0.05,0.0192373,-0.0136363,0.0191601,-0.0123856,0.702109,1.36646,0.701997,1.36306
0.59,0,-0.05,0.0204479,-0.0119979,0.0203725,-0.0107835,0.746679,1.42496,0.745763,1.4216
0.6,0,-0.05,0.0217332,-0.0102169,0.0216596,-0.00903921,0.793995,1.48875,0.792235,1.48525
0.61,0,-0.05,0.023098,-0.00828695,0.023026,-0.00714627,0.844177,1.55796,0.841392,1.55385
0.62,0,-0.05,0.0245471,-0.0062012,0.0244765,-0.00509787,0.897346,1.63268,0.893174,1.62719
0.63,0,-0.05,0.0260861,-0.00395213,0.0260165,-0.00288661,0.953624,1.71301,0.949227,1.70844
0.64,0,-0.05,0.0277204,-0.00153171,0.0276516,-0.0005041,1.01313,1.79906,1.01812,1.81464
0.65,0,-0.05,0.0294561,0.00106866,0.0293889,0.00206072,1.07599,1.89092,1.11281,1.97161
0.66,0,-0.05,0.0312994,0.00385817,0.031237,0.00482169,1.14232,1.98871,1.17736,2.06732
0.67,0,-0.05,0.0332569,0.00684662,0.0331962,0.00777619,1.21224,2.09252,0.846819,1.37176
0.68,0.06,0.07,0.0353517,0.0100418,0.0352226,0.0108329,-0.923441,-2.1661,-0.53336,-1.42427
0.69,0.06,0.07,0.0373638,0.0130408,0.0372133,0.0137821,-0.848565,-2.06776,-0.863095,-2.12074
0.7,0.06,0.07,0.0392911,0.015833,0.0391242,0.0165325,-0.776742,-1.97461,-0.796339,-2.0257
0.71,0.06,0.07,0.0411406,0.0184277,0.0409561,0.0190811,-0.707763,-1.8866,-0.689632,-1.88095
0.72,0.06,0.07,0.0429193,0.0208336,0.0427185,0.0214409,-0.641419,-1.80369,-0.614019,-1.77851
0.73,0.06,0.07,0.0446339,0.0230592,0.0444194,0.0236225,-0.577501,-1.72585,-0.552613,-1.6978
0.74,0.06,0.07,0.0462907,0.0251121,0.0460649,0.0256342,-0.515802,-1.65303,-0.494438,-1.62498
0.75,0.06,0.07,0.0478959,0.0269997,0.0476609,0.0274833,-0.456112,-1.58519,-0.437421,-1.5574
0.76,0.06,0.07,0.0494554,0.0287287,0.0492132,0.0291766,-0.398223,-1.5223,-0.381679,-1.49518
0.77,0.06,0.07,0.0509752,0.0303055,0.0507273,0.0307203,-0.341925,-1.4643,-0.327243,-1.43839
0.78,0.06,0.07,0.0524607,0.0317358,0.0522086,0.03212,-0.287011,-1.41117,-0.273984,-1.38687
0.79,0.06,0.07,0.0539175,0.0330249,0.0536625,0.033381,-0.233271,-1.36285,-0.221688,-1.34045
0.8,0.06,0.07,0.055351,0.0341777,0.0550943,0.0345078,-0.180497,-1.31931,-0.170169,-1.29895
0.81,0.06,0.07,0.0567665,0.0351986,0.056509,0.0355047,-0.128481,-1.2805,-0.119233,-1.2622
0.82,0.06,0.07,0.058169,0.0360913,0.0579118,0.0363753,-0.0770124,-1.24639,-0.06871,-1.23006
0.83,0.06,0.07,0.0595639,0.0368594,0.0593077,0.0371228,-0.025884,-1.21694,-0.0183997,-1.20244
0.84,0.06,0.07,0.0609562,0.0375057,0.0607018,0.0377499,0.0251131,-1.1921,0.0318685,-1.17922
0.85,0.06,0.07,0.062351,0.0380328,0.062099,0.0382591,0.0761878,-1.17183,0.0822676,-1.1603
0.86,0.06,0.07,0.0637534,0.0384427,0.0635045,0.0386522,0.127549,-1.15609,0.133003,-1.14565
0.87,0.06,0.07,0.0651686,0.0387369,0.0649233,0.0389306,0.179404,-1.14485,0.184233,-1.13517
0.88,0.06,0.07,0.0666017,0.0389166,0.0663606,0.0390955,0.231964,-1.13805,0.236156,-1.12884
0.89,0.06,0.07,0.068058,0.0389824,0.0678214,0.0391474,0.285435,-1.13567,0.288975,-1.12666
0.9,0.06,0.07,0.0695429,0.0389347,0.0693112,0.0390866,0.340028,-1.13765,0.342854,-1.1286
0.91,0.06,0.07,0.0710618,0.0387731,0.0708353,0.0389128,0.39595,-1.14396,0.39798,-1.13464
0.92,0.06,0.07,0.0726203,0.0384972,0.0723992,0.0386255,0.45341,-1.15456,0.454588,-1.14483
0.93,0.06,0.07,0.0742242,0.0381057,0.0740086,0.0382237,0.512617,-1.1694,0.512878,-1.15923
0.94,0.06,0.07,0.0758793,0.0375972,0.0756693,0.0377059,0.57378,-1.18845,0.573023,-1.17783
0.95,0.06,0.07,0.0775918,0.0369699,0.0773874,0.0370702,0.637108,-1.21166,0.635049,-1.20044
0.96,0.06,0.07,0.0793681,0.0362214,0.079169,0.0363144,0.702808,-1.239,0.698946,-1.22682
0.97,0.06,0.07,0.0812146,0.0353489,0.0810205,0.0354358,0.771089,-1.27042,0.766397,-1.25902
0.98,0.06,0.07,0.0831383,0.0343494,0.0829489,0.034431,0.842162,-1.30587,0.846022,-1.3083
0.99,0.06,0.07,0.0851463,0.0332192,0.0849623,0.0332949,0.916233,-1.34533,0.950827,-1.39181
1,0.06,0.07,0.0872459,0.0319545,0.0870703,0.0320202,0.993511,-1.38875,1.02488,-1.43476
1.01,0.06,0.07,0.0894448,0.0305509,0.0892742,0.0306109,1.07421,-1.43609,0.70329,-0.950443
1.02,0.12,-0.01,0.0917539,0.0290016,0.0915309,0.0291298,-1.04524,1.42256,-0.668464,0.93405
1.03,0.12,-0.01,0.0939696,0.0275811,0.0937382,0.0277188,-0.963938,1.38033,-0.990267,1.41877
1.04,0.12,-0.01,0.0960888,0.0262987,0.0958531,0.0264409,-0.885981,1.341,-0.916041,1.37582
1.05,0.12,-0.01,0.0981195,0.0251503,0.0978771,0.0253002,-0.811151,1.30466,-0.803732,1.30934
1.06,0.12,-0.01,0.100069,0.0241325,0.0998202,0.0242908,-0.73923,1.27144,-0.721864,1.26402
1.07,0.12,-0.01,0.101945,0.0232418,0.101691,0.0234079,-0.670002,1.24142,-0.654141,1.23054
1.08,0.12,-0.01,0.103753,0.0224753,0.103496,0.0226483,-0.603251,1.21472,-0.589992,1.20244
1.09,0.12,-0.01,0.105501,0.0218304,0.105242,0.0220089,-0.53876,1.19143,-0.527386,1.17844
1.1,0.12,-0.01,0.107196,0.0213045,0.106936,0.0214874,-0.476314,1.17167,-0.466399,1.15861
1.11,0.12,-0.01,0.108842,0.0208959,0.108582,0.0210819,-0.415694,1.15554,-0.407027,1.14303
1.12,0.12,-0.01,0.110447,0.0206029,0.110188,0.0207907,-0.356686,1.14315,-0.34913,1.13165
1.13,0.12,-0.01,0.112017,0.0204242,0.111759,0.0206128,-0.299073,1.13459,-0.29248,1.12445
1.14,0.12,-0.01,0.113556,0.020359,0.113301,0.0205474,-0.242638,1.12998,-0.236862,1.12138
1.15,0.12,-0.01,0.115071,0.0204068,0.114819,0.0205942,-0.187165,1.12942,-0.182072,1.12243
1.16,0.12,-0.01,0.116568,0.0205676,0.116319,0.0207533,-0.132437,1.133,-0.127939,1.12759
1.17,0.12,-0.01,0.118051,0.0208418,0.117806,0.0210253,-0.0782381,1.14085,-0.0742429,1.13691
1.18,0.12,-0.01,0.119526,0.0212301,0.119286,0.021411,-0.0243522,1.15306,-0.0207853,1.15039
1.19,0.12,-0.01,0.120999,0.0217337,0.120763,0.0219118,0.0294375,1.16974,0.032598,1.16808
1.2,0.12,-0.01,0.122475,0.0223543,0.122244,0.0225295,0.0833474,1.191,0.0861316,1.19007
1.21,0.12,-0.01,0.12396,0.0230941,0.123734,0.0232662,0.137594,1.21693,0.139986,1.21639
1.22,0.12,-0.01,0.125458,0.0239556,0.125237,0.0241246,0.192393,1.24764,0.194388,1.24004
1.23,0.12,-0.01,0.126975,0.0249419,0.12676,0.0251071,0.247962,1.28324,0.249499,1.27367
1.24,0.12,-0.01,0.128517,0.0260565,0.128308,0.0262172,0.304517,1.32384,0.305555,1.31412
1.25,0.12,-0.01,0.130089,0.0273036,0.129886,0.0274587,0.362273,1.36953,0.362711,1.35956
1.26,0.12,-0.01,0.131698,0.0286877,0.131501,0.0288362,0.421449,1.42042,0.421218,1.40982
1.27,0.12,-0.01,0.133349,0.0302139,0.133158,0.0303548,0.482259,1.47662,0.481273,1.46519
1.28,0.12,-0.01,0.135048,0.0318878,0.134863,0.03202,0.544921,1.53823,0.543075,1.52584
1.29,0.12,-0.01,0.136802,0.0337155,0.136622,0.0338379,0.60965,1.60536,0.606638,1.59159
1.3,0.12,-0.01,0.138617,0.0357039,0.138442,0.0358151,0.676664,1.67811,0.67196,1.66223
1.31,0.12,-0.01,0.140499,0.03786,0.14033,0.0379585,0.746179,1.75659,0.740747,1.7409
1.32,0.12,-0.01,0.142456,0.0401919,0.142291,0.0402765,0.81841,1.8409,0.821602,1.84466
1.33,0.12,-0.01,0.144495,0.042708,0.144336,0.0427799,0.893575,1.93114,0.927557,1.9993
